Country,City,AccentCity,Region,Population,Latitude,Longitude
cn,xuanwu,Xuanwu,9,56195,33.966667,115.233333
cn,dalinghe,Dalinghe,19,56176,41.165278,121.366667
co,turbaco,Turbaco,35,56173,10.329444,-75.411367
cm,tiko,Tiko,9,56104,4.0786111,9.3680556
gb,widnes,Widnes,E9,56098,53.35,-2.733333
es,majadahonda,Majadahonda,29,56060,40.4717,-3.869451
cn,xiaoyi,Xiaoyi,9,56033,34.76,112.971389
be,roeselare,Roeselare,9,56016,50.95,3.133333
br,nova vicosa,Nova Viçosa,5,56001,-17.883333,-39.366667
br,cianorte,Cianorte,18,55995,-23.616667,-52.616667
cn,qinnan,Qinnan,4,55975,33.253056,119.913333
cn,kouqian,Kouqian,5,55957,43.639137,126.457835
cr,san francisco,San Francisco,4,55933,10.0035,-84.072127
cr,san francisco,San Francisco,8,55933,9.95,-84.066667
es,segovia,Segovia,55,55902,40.948083,-4.11839
ar,general pico,General Pico,11,55900,-35.656622,-63.756815
de,eschweiler,Eschweiler,7,55888,50.816667,6.283333
cf,bimbo,Bimbo,17,55849,4.3,18.55
cn,dalianwan,Dalianwan,19,55841,39.008611,121.715833
br,itapipoca,Itapipoca,6,55785,-3.5,-39.583333
dk,randers,Randers,18,55780,56.460704,10.03639
br,ponta pora,Ponta Porã,11,55765,-22.533333,-55.716667
gb,sale,Sale,C5,55689,53.416667,-2.3
af,shibarghan,Shibarghan,31,55658,36.667567,65.752904
br,estancia,Estância,28,55655,-11.266667,-37.433333
cn,linqiong,Linqiong,32,55587,30.415872,103.460885
br,cacoal,Cacoal,24,55566,-11.5,-61.416667
co,cerete,Cereté,12,55514,8.884788,-75.790522
cn,luyang,Luyang,9,55489,33.735638,112.905085
cm,mora,Mora,12,55488,11.0425,14.1447222
cl,buin,Buin,12,55440,-33.733333,-70.75
br,sao gabriel,São Gabriel,23,55435,-30.333333,-54.316667
cn,anjiang,Anjiang,11,55421,27.319444,110.103056
cn,xinqing,Xinqing,8,55415,48.233333,129.5
cu,placetas,Placetas,16,55410,22.3119444,-79.6533333
cm,kribi,Kribi,14,55401,2.95,9.9166667
au,wagga wagga,Wagga Wagga,2,55382,-35.125771,147.353745
br,concordia,Concórdia,26,55368,-27.233333,-52.016667
dk,kolding,Kolding,21,55363,55.494131,9.458997
de,bad salzuflen,Bad Salzuflen,7,55348,52.083333,8.766667
cn,taikang,Taikang,8,55316,46.833333,124.416667
cn,ningxiang,Ningxiang,11,55312,28.25,112.55
br,pacatuba,Pacatuba,6,55292,-3.966667,-38.616667
gb,halesowen,Halesowen,D7,55265,52.45,-2.05
bd,ramganj,Ramganj,80,55247,23.1,90.85
de,hurth,Hürth,7,55217,50.866667,6.866667
cn,bayan,Bayan,8,55186,46.083333,127.4
br,viana,Viana,8,55123,-20.383333,-40.5
bd,naral,Naral,81,55118,23.1666667,89.5
cd,kasongo,Kasongo,10,55115,-4.45,26.666667
de,ahlen,Ahlen,7,55112,51.75,7.916667
de,meerbusch,Meerbusch,7,55053,51.283333,6.666667
cf,bouar,Bouar,9,55031,5.95,15.6
br,sao pedro da aldeia,São Pedro da Aldeia,21,55014,-22.85,-42.1
cn,huangnihe,Huangnihe,5,54959,43.558333,128.023889
ca,saint-jerome,Saint-Jérôme,10,54948,45.766667,-74
fr,charleville-mezieres,Charleville-Mézières,A4,54946,49.768501,4.724866
br,caico,Caicó,22,54935,-6.45,-37.1
de,wolfenbuttel,Wolfenbüttel,6,54911,52.166667,10.55
de,euskirchen,Euskirchen,7,54855,50.666667,6.783333
cu,san jose de las lajas,San José de las Lajas,11,54850,22.9613889,-82.1511111
br,seropedica,Seropédica,21,54846,-22.747222,-43.716944
br,cabedelo,Cabedelo,17,54841,-6.966667,-34.833333
es,fuengirola,Fuengirola,51,54823,36.543322,-4.626904
cn,manzhouli,Manzhouli,20,54808,49.6,117.433333
cn,cuiluan,Cuiluan,8,54804,47.85,128.533333
de,baden-baden,Baden-Baden,1,54802,48.75,8.25
de,schweinfurt,Schweinfurt,2,54801,50.05,10.233333
cf,bambari,Bambari,11,54783,5.7619444,20.6672222
br,campo bom,Campo Bom,23,54762,-29.683333,-51.05
cn,liaozhong,Liaozhong,19,54691,41.506111,122.724167
gb,clacton-on-sea,Clacton-on-Sea,E4,54674,51.783333,1.166667
es,roquetas de mar,Roquetas de Mar,51,54665,36.764072,-2.615144
fi,kotka,Kotka,13,54616,60.466667,26.916667
br,manhuacu,Manhuaçu,15,54608,-20.25,-42.033333
fr,hyeres,Hyères,B8,54588,43.119539,6.13897
co,el banco,El Banco,38,54524,9.001137,-73.975807
br,penapolis,Penápolis,27,54478,-21.4,-50.066667
cn,nanzhou,Nanzhou,11,54449,29.359551,112.402433
cm,sangmelima,Sangmélima,14,54427,2.9333333,11.9833333
bd,pirojpur,Pirojpur,84,54424,22.5666667,89.9833333
co,funza,Funza,33,54422,4.716381,-74.211954
br,mairipora,Mairiporã,27,54417,-23.322628,-46.586935
gh,yendi,Yendi,6,54411,9.4333333,-0.0166667
cu,jaguey grande,Jagüey Grande,3,54365,22.5269444,-81.1286111
es,motril,Motril,51,54313,36.750665,-3.517902
fr,cholet,Cholet,B5,54292,47.060836,-0.875481
gb,gravesend,Gravesend,G5,54264,51.433333,0.366667
ci,vavoua,Vavoua,80,54249,7.381944,-6.477778
gb,eastleigh,Eastleigh,F2,54225,50.966667,-1.35
de,pulheim,Pulheim,7,54209,51,6.8
gh,ho,Ho,8,54199,6.6,0.4666667
eg,deshna,Deshna,23,54197,26.1211111,32.4652778
cn,anju,Anju,32,54098,30.349556,105.455937
br,montenegro,Montenegro,23,54058,-29.7,-51.466667
cu,nuevitas,Nuevitas,5,54024,21.5452778,-77.2644444
bj,nikki,Nikki,3,54009,9.9338889,3.2044444
ca,granby,Granby,10,53979,45.383333,-72.733333
cm,kumbo,Kumbo,7,53970,6.2,10.6666667
gb,livingston,Livingston,W9,53798,55.883333,-3.533333
az,yevlax,Yevlax,68,53715,40.612732,47.142329
af,carikar,Carikar,40,53693,35.016585,69.174011
co,pitalito,Pitalito,16,53686,1.849656,-76.047849
fr,venissieux,Vénissieux,B9,53678,45.702538,4.871473
co,puerto tejada,Puerto Tejada,9,53675,3.231136,-76.416684
co,pamplona,Pamplona,21,53588,7.375647,-72.647949
cz,karlovy vary,Karlovy Vary,81,53585,50.237003,12.875042
gb,washington,Washington,N6,53527,54.9,-1.516667
de,waiblingen,Waiblingen,1,53515,48.833333,9.3
ar,rio tercero,Rio Tercero,5,53396,-32.173008,-64.114055
fi,joensuu,Joensuu,14,53389,62.6,29.766667
br,ipojuca,Ipojuca,30,53365,-8.4,-35.066667
gb,kettering,Kettering,J9,53329,52.4,-0.716667
br,campos do jordao,Campos do Jordão,27,53320,-22.7264,-45.5792
cf,nola,Nola,16,53270,3.5333333,16.0666667
de,gummersbach,Gummersbach,7,53244,51.033333,7.55
br,camaqua,Camaquã,23,53170,-30.85,-51.816667
ar,punta alta,Punta Alta,1,53117,-38.875875,-62.073589
cu,banes,Banes,12,53107,20.9625,-75.7186111
fr,evreux,Évreux,A7,53040,49.023288,1.155517
gr,alexandroupoli,Alexandroúpoli,1,52978,40.8475,25.8744444
br,crateus,Crateús,6,52934,-5.166667,-40.666667
fr,saint-malo,Saint-Malo,A2,52909,48.6361,-2.004935
de,nordhorn,Nordhorn,6,52906,52.433333,7.083333
de,cuxhaven,Cuxhaven,6,52873,53.883333,8.7
de,wetzlar,Wetzlar,5,52869,50.55,8.5
be,verviers,Verviers,4,52824,50.583333,5.866667
fr,montauban,Montauban,B3,52818,44.018194,1.364319
de,bergkamen,Bergkamen,7,52670,51.633333,7.633333
ci,zuenoula,Zuénoula,83,52630,7.430272,-6.050541
fr,la roche-sur-yon,La Roche-sur-Yon,B5,52595,46.666667,-1.433333
cz,decin,Decin,89,52521,50.77137,14.198248
au,bundaberg,Bundaberg,4,52478,-24.866211,152.3479
br,manacapuru,Manacapuru,4,52460,-3.3,-60.616667
br,andradina,Andradina,27,52407,-20.9,-51.383333
br,barra do garcas,Barra do Garças,14,52402,-15.883333,-52.25
br,cascavel,Cascavel,6,52357,-4.116667,-38.233333
ca,fredericton,Fredericton,4,52337,45.95,-66.633333
ar,azul,Azul,1,52333,-36.776976,-59.858539
ar,chivilcoy,Chivilcoy,1,52307,-34.895661,-60.016667
ci,tiassale,Tiassalé,82,52186,5.898394,-4.822926
fr,pantin,Pantin,A8,52147,48.894369,2.409346
gb,crosby,Crosby,L8,52140,53.477778,-3.033333
af,sar-e pul,Sar-e Pul,33,52138,36.215443,65.932487
gb,reigate,Reigate,N7,52123,51.233333,-0.216667
de,willich,Willich,7,52100,51.266667,6.55
be,mouscron,Mouscron,3,52069,50.733333,3.216667
br,biguacu,Biguaçu,26,51993,-27.5,-48.666667
fr,evry,Évry,A8,51978,48.632804,2.440492
br,batatais,Batatais,27,51977,-20.883333,-47.616667
gb,dunstable,Dunstable,Z6,51974,51.883333,-0.516667
br,rio do sul,Rio do Sul,26,51945,-27.2181,-49.6436
ca,chilliwack,Chilliwack,2,51942,49.166667,-121.95
de,greifswald,Greifswald,12,51935,54.1,13.383333
de,bad homburg,Bad Homburg,5,51923,50.216667,8.616667
es,molina de segura,Molina de Segura,31,51917,38.054559,-1.207631
cu,corralillo,Corralillo,10,51900,22.9819444,-80.5855556
es,santa lucia,Santa Lucía,53,51877,27.911307,-15.543416
eg,diyarb najm,Diyarb Najm,1,51841,30.7541667,31.4405556
cl,talagante,Talagante,12,51763,-33.666667,-70.933333
gb,macclesfield,Macclesfield,Z7,51739,53.25,-2.116667
ec,latacunga,Latacunga,7,51717,-0.9333333,-78.6166667
gb,barry,Barry,Z3,51681,51.406667,-3.269444
br,pirapora,Pirapora,15,51657,-17.35,-44.933333
de,neu-ulm,Neu-Ulm,2,51654,48.4,10.016667
gb,morecambe,Morecambe,H2,51645,54.066667,-2.85
de,emden,Emden,6,51639,53.366667,7.216667
fr,laval,Laval,B5,51626,48.073203,-0.763399
de,erftstadt,Erftstadt,7,51606,50.816667,6.766667
de,lingen,Lingen,6,51577,52.516667,7.316667
ci,toumodi,Toumodi,81,51560,6.557986,-5.017688
br,mirassol,Mirassol,27,51559,-20.766667,-49.466667
fr,frejus,Fréjus,B8,51514,43.432858,6.735237
eg,tala,Tala,9,51498,30.6819444,30.9475
co,agustin codazzi,Agustín Codazzi,10,51479,10.034087,-73.236111
dz,birin,Birin,6,51460,35.635,3.225
br,icara,Içara,26,51455,-28.7,-49.3
br,bezerros,Bezerros,30,51437,-8.233333,-35.75
by,slonim,Slonim,3,51435,53.0866667,25.3219444
ci,akoupe,Akoupé,74,51387,6.38423,-3.887589
bd,patiya,Patiya,80,51367,22.3030556,91.9783333
de,ibbenburen,Ibbenbüren,7,51305,52.266667,7.733333
br,serra talhada,Serra Talhada,30,51204,-7.983333,-38.3
br,horizonte,Horizonte,6,51181,-4.083333,-38.483333
dk,vejle,Vejle,21,51177,55.708391,9.542763
fr,annecy,Annecy,B9,51119,45.906206,6.126699
gr,kalamata,Kalamáta,40,51108,37.0388889,22.1141667
br,nova serrana,Nova Serrana,15,51103,-19.866667,-44.983333
de,passau,Passau,2,51091,48.583333,13.483333
es,mollet del valles,Mollet del Vallès,56,51077,41.538293,2.212456
fr,fontenay-sous-bois,Fontenay-sous-Bois,A8,51077,48.854419,2.482676
fr,ajaccio,Ajaccio,A5,51058,41.927226,8.734619
cz,chomutov,Chomutov,89,51054,50.463532,13.41365
gb,staines,Staines,N7,51040,51.433333,-0.516667
es,mijas,Mijas,51,51023,36.595299,-4.639861
br,rolandia,Rolândia,18,51005,-23.3,-51.366667
cz,teplice,Teplice,89,50972,50.646569,13.840138
es,portugalete,Portugalete,59,50964,43.319379,-3.020307
fr,sartrouville,Sartrouville,A8,50954,48.948203,2.19169
fr,meaux,Meaux,A8,50910,48.963579,2.882403
fr,clichy,Clichy,A8,50908,48.90018,2.309525
cz,jihlava,Jihlava,80,50818,49.4,15.583333
fr,belfort,Belfort,A6,50809,47.638831,6.854187
gb,batley,Batley,G8,50807,53.7,-1.616667
de,schwerte,Schwerte,7,50757,51.45,7.566667
bg,asenovgrad,Asenovgrad,51,50735,42.0166667,24.8666667
by,kobryn,Kobryn,1,50691,52.2161111,24.3663889
de,heidenheim,Heidenheim,1,50684,48.683333,10.15
gb,horsham,Horsham,P6,50680,51.05,-0.333333
cd,mweka,Mweka,3,50672,-4.85,21.566667
ci,lakota,Lakota,88,50651,5.847523,-5.681997
cm,nkoteng,Nkoteng,11,50622,4.5166667,12.0333333
br,marechal deodoro,Marechal Deodoro,2,50579,-9.716667,-35.9
br,sao roque,São Roque,27,50541,-23.528458,-47.135273
co,turbo,Turbo,2,50509,8.093678,-76.726908
br,coari,Coari,4,50491,-4.109444,-63.138889
cd,gbadolite,Gbadolite,0,50489,4.283333,21.016667
gh,tafo,Tafo,2,50456,6.7333333,-1.6166667
co,madrid,Madrid,33,50438,4.732445,-74.264192
de,neunkirchen,Neunkirchen,9,50432,49.35,7.183333
co,arjona,Arjona,35,50406,10.254444,-75.343889
bd,khagrachari,Khagrachari,80,50364,23.1,91.9666667
bg,kazanlak,Kazanlak,59,50336,42.6166667,25.4
es,merida,Mérida,57,50333,38.916109,-6.343657
ca,saint-hyacinthe,Saint-Hyacinthe,10,50327,45.633333,-72.933333
bg,vidin,Vidin,63,50315,43.99,22.8725
gh,wa,Wa,11,50268,10.05,-2.4833333
gb,weymouth,Weymouth,D6,50253,50.6,-2.45
fr,maisons-alfort,Maisons-Alfort,A8,50249,48.811707,2.43945
gb,bletchley,Bletchley,I6,50193,51.983333,-0.733333
ca,north bay,North Bay,8,50171,46.3,-79.45
gb,keighley,Keighley,B4,50171,53.883333,-1.916667
es,castelldefels,Castelldefels,56,50167,41.277658,1.968755
es,paterna,Paterna,60,50148,39.5,-0.433333
br,taquaritinga,Taquaritinga,27,50099,-21.4,-48.5
dk,horsens,Horsens,18,50074,55.865675,9.873531
gb,corby,Corby,J9,50029,52.483333,-0.666667
de,langenhagen,Langenhagen,6,49958,52.45,9.75
bw,maun,Maun,11,49948,-19.9833333,23.4166667
fr,arles,Arles,B8,49925,43.681659,4.636331
br,belo jardim,Belo Jardim,30,49923,-8.333333,-36.433333
gb,paignton,Paignton,D4,49886,50.433333,-3.566667
br,benevides,Benevides,16,49813,-1.366667,-48.25
gb,wellingborough,Wellingborough,J1,49783,52.3,-0.7
de,peine,Peine,6,49776,52.316667,10.233333
cl,lota,Lota,6,49763,-37.083333,-73.166667
bd,chilmari,Chilmari,81,49742,25.55,89.7166667
de,bad oeynhausen,Bad Oeynhausen,7,49698,52.2,8.8
gb,carlton,Carlton,J9,49687,52.95,-1.083333
ch,biel,Biel,5,49675,47.141666,7.257589
et,ziway,Ziway,51,49522,7.933333,38.716667
am,vagharshapat,Vagharshapat,3,49514,40.1727778,44.2925
fr,blois,Blois,A3,49510,47.594322,1.329122
fr,clamart,Clamart,A8,49508,48.802987,2.266917
fr,ivry-sur-seine,Ivry-sur-Seine,A8,49463,48.81568,2.384868
de,cleves,Cleves,7,49448,51.783333,6.15
br,nova odessa,Nova Odessa,27,49433,-22.783333,-47.3
bd,nageshwari,Nageshwari,83,49431,25.9666667,89.7166667
es,torremolinos,Torremolinos,51,49412,36.625085,-4.498327
es,avila,Ávila,55,49408,40.657237,-4.699511
gb,cumbernauld,Cumbernauld,V8,49393,55.95,-3.983333
co,la estrella,La Estrella,2,49387,6.15769,-75.643173
de,hof,Hof,2,49353,50.316667,11.916667
br,quixada,Quixadá,6,49328,-4.966667,-39.016667
ar,libertador general san martin,Libertador General San Martin,10,49273,-23.806443,-64.787574
br,pedro leopoldo,Pedro Leopoldo,15,49262,-19.633333,-44.05
af,pagman,Pagman,13,49173,34.5875,68.953333
co,copacabana,Copacabana,2,49170,6.346328,-75.508875
fr,chateauroux,Châteauroux,A3,49170,46.812479,1.693623
ca,shawinigan,Shawinigan,10,49161,46.55,-72.733333
es,puertollano,Puertollano,54,49130,38.6889,-4.108297
br,porto ferreira,Pôrto Ferreira,27,49128,-21.85,-47.466667
de,bornheim,Bornheim,7,49126,50.766667,7
cl,calera,Calera,1,49107,-32.783333,-71.2
br,camboriu,Camboriú,26,49101,-26.983333,-48.633333
fr,brive-la-gaillarde,Brive-la-Gaillarde,B1,49092,45.158003,1.535048
br,serrinha,Serrinha,5,49079,-11.65,-39
br,ibitinga,Ibitinga,27,49075,-21.75,-48.816667
ar,mercedes,Mercedes,1,49067,-34.651455,-59.430676
dz,tuggurt,Tuggurt,50,49051,33.1,6.0666667
at,sankt polten,Sankt Polten,3,49000,48.2,15.633333
bg,vraca,Vraca,64,48995,43.21,23.5625
es,arrecife,Arrecife,53,48968,28.965706,-13.551378
cy,larnaca,Larnaca,3,48954,34.9166667,33.6291667
br,barra do corda,Barra do Corda,13,48902,-5.5,-45.25
gb,benfleet,Benfleet,E4,48824,51.533333,0.55
ca,cornwall,Cornwall,8,48823,45.016667,-74.733333
br,congonhas,Congonhas,15,48819,-20.5,-43.866667
eg,el balyana,El Balyana,24,48801,26.2386111,32.0030556
br,boituva,Boituva,27,48756,-23.283333,-47.683333
ec,velasco ibarra,Velasco Ibarra,10,48754,-1.05,-79.6166667
de,elmshorn,Elmshorn,10,48744,53.75,9.65
br,uniao da victoria,União da Victoria,18,48741,-26.216667,-51.083333
de,soest,Soest,7,48720,51.583333,8.116667
co,plato,Plato,38,48607,9.790289,-74.782442
br,floriano,Floriano,20,48588,-6.783333,-43.016667
br,parobe,Parobé,23,48560,-29.633333,-50.833333
au,port macquarie,Port Macquarie,2,48553,-31.43084,152.908936
bd,panchagarh,Panchagarh,83,48536,26.3333333,88.5666667
cz,prerov,Prerov,84,48513,49.453926,17.452379
ec,daule,Daule,10,48505,-1.8666667,-79.9333333
br,senhor do bonfim,Senhor do Bonfim,5,48472,-10.45,-40.183333
de,rastatt,Rastatt,1,48452,48.85,8.2
co,chigorodo,Chigorodó,2,48444,7.666379,-76.681059
de,ravensburg,Ravensburg,1,48441,47.783333,9.616667
af,asadabad,Asadabad,34,48400,34.873113,71.14697
cu,baracoa,Baracoa,10,48365,20.3466667,-74.4958333
cd,bulungu,Bulungu,1,48340,-4.55,18.6
gb,west bridgeford,West Bridgeford,J9,48314,52.916667,-1.116667
do,mao,Mao,27,48297,19.5666667,-71.0833333
cz,prostejov,Prostejov,84,48258,49.47333,17.113455
de,frechen,Frechen,7,48198,50.916667,6.816667
br,ponte nova,Ponte Nova,15,48188,-20.4,-42.9
gb,cwmbran,Cwmbran,Y4,48157,51.653056,-3.026667
ci,aboisso,Aboisso,89,48148,5.467794,-3.207111
br,escada,Escada,30,48084,-8.366667,-35.233333
br,taquara,Taquara,23,48052,-29.65,-50.783333
bd,parbatipur,Parbatipur,83,48026,25.65,88.9166667
fr,chalon-sur-saone,Chalon-sur-Saône,A1,47968,46.78875,4.84877
co,el carmen de bolivar,El Carmen de Bolívar,35,47958,9.717396,-75.120232
br,sousa,Sousa,17,47927,-6.75,-38.233333
es,huesca,Huesca,52,47919,42.13868,-0.409411
de,erkrath,Erkrath,7,47908,51.216667,6.9
de,dulmen,Dülmen,7,47899,51.833333,7.3
gb,long eaton,Long Eaton,D3,47898,52.9,-1.266667
br,guaxupe,Guaxupé,15,47890,-21.3,-46.7
br,goianesia,Goianésia,29,47884,-15.3,-49.116667
af,aybak,Aybak,32,47877,36.26468,68.015512
au,mildura,Mildura,7,47867,-34.185509,142.162506
br,cruz das almas,Cruz das Almas,5,47846,-12.666667,-39.1
br,navegantes,Navegantes,26,47782,-26.9,-48.65
br,cosmopolis,Cosmópolis,27,47773,-22.633333,-47.2
br,capanema,Capanema,16,47768,-1.2,-47.183333
de,lorrach,Lörrach,1,47666,47.616288,7.664842
gm,bakau,Bakau,5,47654,13.4780556,-16.6819444
br,jacobina,Jacobina,5,47639,-11.183333,-40.516667
cm,mutengene,Mutengene,9,47638,4.0994444,9.3080556
br,itamaraju,Itamaraju,5,47630,-17.066667,-39.533333
ar,san lorenzo,San Lorenzo,6,47627,-28.133061,-58.767331
al,berat,Berat,40,47606,40.7058333,19.9522222
gb,brentwood,Brentwood,E4,47606,51.616667,0.316667
es,estepona,Estepona,51,47577,36.427879,-5.145451
au,hervey bay,Hervey Bay,4,47561,-25.285,152.873
ci,touba,Touba,75,47538,8.283333,-7.683333
de,frankenthal,Frankenthal,8,47523,49.537222,8.355
cr,alajuela,Alajuela,1,47503,10.016247,-84.211628
es,cuenca,Cuenca,54,47500,40.066667,-2.133333
fr,narbonne,Narbonne,A9,47433,43.184417,3.008816
de,herzogenrath,Herzogenrath,7,47425,50.866667,6.1
bw,serowe,Serowe,1,47421,-22.3833333,26.7166667
bg,kjustendil,Kjustendil,45,47315,42.2838889,22.6911111
br,itaberaba,Itaberaba,5,47303,-12.533333,-40.3
by,vawkavysk,Vawkavysk,3,47300,53.1519444,24.4555556
ca,vernon,Vernon,2,47275,50.266667,-119.266667
fi,hameenlinna,Hämeenlinna,13,47261,61,24.45
fr,bondy,Bondy,A8,47242,48.901797,2.489312
bf,dedougou,Dédougou,63,47235,12.4666667,-3.4666667
fr,le blanc-mesnil,Le Blanc-Mesnil,A8,47234,48.938725,2.461383
de,gotha,Gotha,15,47214,50.95,10.716667
gb,llanelli,Llanelli,X7,47206,51.676111,-4.156667
es,siero,Siero,34,47199,43.39228,-5.66335
fi,porvoo,Porvoo,13,47192,60.4,25.666667
cf,bria,Bria,3,47190,6.5333333,21.9833333
co,florida,Florida,29,47173,3.322297,-76.234804
cu,jovellanos,Jovellanos,3,47166,22.8044444,-81.1944444
gb,lancaster,Lancaster,H2,47162,54.066667,-2.833333
ar,tres arroyos,Tres Arroyos,1,47143,-38.373939,-60.279781
gn,kissidougou,Kissidougou,17,47097,9.1833333,-10.1
de,albstadt,Albstadt,1,47064,48.25,9.016667
et,dilla,Dilla,54,47029,6.416667,38.316667
gr,iraklion,Iráklion,35,47007,38.0666667,23.7666667
br,sao jose do rio pardo,São José do Rio Pardo,27,46990,-21.6,-46.9
fr,chalons-en-champagne,Châlons-en-Champagne,A4,46981,48.953926,4.367238
gb,canterbury,Canterbury,G5,46978,51.266667,1.083333
gh,swedru,Swedru,9,46950,5.5333333,-0.7
fr,villejuif,Villejuif,A8,46913,48.793899,2.359919
de,boblingen,Böblingen,1,46830,48.683333,9.016667
cm,garoua boulai,Garoua Boulaï,4,46771,5.8833333,14.55
gb,braintree,Braintree,E4,46765,51.883333,0.566667
br,santo amaro,Santo Amaro,5,46749,-12.533333,-38.716667
de,melle,Melle,6,46745,52.2,8.35
br,leopoldina,Leopoldina,15,46743,-21.533333,-42.633333
ec,ventanas,Ventanas,13,46708,-1.45,-79.4666667
cl,tome,Tome,6,46698,-36.616667,-72.95
ge,gori,Gori,22,46680,41.9736111,44.1111111
fr,sevran,Sevran,A8,46648,48.944716,2.527462
fr,cagnes-sur-mer,Cagnes-sur-Mer,B8,46624,43.664595,7.153389
br,rio das ostras,Rio das Ostras,21,46619,-22.533333,-41.95
br,santiago,Santiago,23,46612,-29.183333,-54.883333
de,alsdorf,Alsdorf,7,46558,50.883333,6.166667
fi,mikkeli,Mikkeli,14,46550,61.683333,27.25
bs,freeport,Freeport,25,46535,26.5333333,-78.7
fr,albi,Albi,B3,46510,43.927186,2.149255
gn,labe,Labé,34,46510,11.3166667,-12.2833333
br,breves,Breves,16,46474,-1.666667,-50.483333
fr,chelles,Chelles,A8,46390,48.883333,2.6
de,singen,Singen,1,46386,47.766667,8.833333
de,rheda-wiedenbruck,Rheda-Wiedenbrück,7,46378,51.833333,8.316667
es,utrera,Utrera,51,46361,37.185161,-5.78093
de,leonberg,Leonberg,1,46276,48.8,9.016667
fr,grasse,Grasse,B8,46221,43.660921,6.92917
br,cachoeiras de macacu,Cachoeiras de Macacu,21,46178,-22.466667,-42.65
gb,neath,Neath,Y5,46126,51.656111,-3.802222
cl,penco,Penco,6,46091,-36.733333,-72.983333
de,kamen,Kamen,7,46076,51.6,7.666667
gb,banbury,Banbury,K2,46075,52.05,-1.333333
de,gronau,Gronau,7,46061,52.2,7.033333
ee,kohtla-jarve,Kohtla-Järve,3,46060,59.3986111,27.2730556
br,itacoatiara,Itacoatiara,4,45995,-3.05,-58.433333
gb,folkestone,Folkestone,G5,45992,51.083333,1.183333
br,mongagua,Mongaguá,27,45931,-24.1,-46.616667
br,irati,Irati,18,45831,-25.4735,-50.6524
de,hennef,Hennef,7,45829,50.783333,7.283333
cl,coihaique,Coihaique,2,45788,-45.566667,-72.066667
cu,bauta,Bauta,11,45771,22.9827778,-82.5463889
fr,boulogne-sur-mer,Boulogne-sur-Mer,B4,45715,50.720702,1.604562
br,registro,Registro,27,45698,-24.5,-47.833333
br,tiangua,Tianguá,6,45697,-3.733333,-40.983333
gb,durham,Durham,D8,45696,54.766667,-1.566667
cd,buta,Buta,0,45674,2.8,24.733333
de,neustadt,Neustadt,6,45661,52.5,9.466667
bd,kaliganj,Kaliganj,82,45636,23.4166667,89.1333333
